"Movie_ID","Year","Name"
10785,2000,"U-571"
10817,2004,"Gantz"
10820,1985,"Back to the Future"
10832,1960,"Psycho"
10838,2001,"Transcendence"
10872,1990,"Bird on a Wire"
10886,1995,"Waterworld"
10888,1990,"Dil"
10894,2001,"Ali"
10897,1978,"Don"
10899,2005,"The Wedding Date"
10906,2004,"Cellular"
10920,1968,"Bullitt"
10921,2003,"Just Married"
10922,1974,"The Little Prince"
10928,1994,"Ace Ventura: Pet Detective"
10934,1999,"My Neighbors the Yamadas"
10950,1966,"I"
10970,1986,"Castle in the Sky"
11000,1947,"Possessed"
11030,2003,"Ong-Bak: The Thai Warrior"
11042,1978,"Coming Home"
11044,1961,"Lola"
11047,1995,"Outbreak"
11049,2002,"Women vs. Men"
11064,1994,"Pulp Fiction"
11076,1992,"The Heroic Trio"
11077,2004,"Meet the Fockers"
11080,1998,"The Patriot"
11090,1999,"Stir of Echoes"
11109,2003,"Chalte Chalte"
11132,2003,"The Texas Chainsaw Massacre"
11139,1992,"Passenger 57"
11140,2000,"Peter Pan"
11149,2002,"Maid in Manhattan"
11152,1998,"American History X"
11165,1968,"2001: A Space Odyssey"
11169,1985,"Wuthering Heights"
11171,1978,"Jaws 2"
11182,2003,"Master and Commander: The Far Side of the World"
11183,1991,"White Fang"
11211,1997,"Under the Skin"
11213,1998,"Apt Pupil"
11214,1987,"La Bamba"
11218,1995,"Now and Then"
11222,1994,"Red"
11226,2002,"8 Women"
11227,1969,"True Grit"
11246,2000,"Possessed"
11264,2000,"Backstage"
11274,1962,"Cartouche"
11277,1997,"The Rainmaker"
11279,2000,"Frequency"
11283,1994,"Forrest Gump"
11284,2002,"Casino"
11292,1949,"Little Women"
11295,1997,"Perfect Blue"
11307,2003,"The Barbarian Invasions"
11314,2004,"The Manchurian Candidate"
11325,1999,"Instinct"
11337,1999,"American Pie"
11385,2004,"Unstoppable"
11398,1980,"Airplane!"
11401,1999,"The Thirteenth Floor"
11441,2002,"Alone"
11443,2002,"Harry Potter and the Chamber of Secrets"
11446,1994,"Little Women"
11466,2000,"Nightfall"
11468,2004,"Layer Cake"
11485,1980,"The Blue Lagoon"
11495,1975,"The Stepford Wives"
11496,1983,"Staying Alive"
11499,1960,"Peter Pan"
11526,1963,"The Nutty Professor"
11531,2001,"Conspiracy"
11555,2002,"Swept Away"
11573,1963,"The Great Escape"
11601,1999,"The Wishing Tree"
11604,1992,"The Lover"
11606,2003,"Memories of Murder"
11607,2005,"Hotel Rwanda"
11612,1998,"What Dreams May Come"
11614,1999,"Flawless"
11648,1997,"Good Burger"
11663,2000,"Final Destination"
11665,1999,"Hide and Seek"
11666,1975,"Breakout"
11677,2001,"Swordfish"
11678,1992,"Gladiator"
11681,2001,"Focus"
11683,1967,"Casino Royale"
11696,1999,"Galaxy Quest"
11702,1988,"Hairspray"
11713,1999,"Dark Shadows"
11714,2000,"Love"
11722,2003,"Luther"
11724,1994,"The Paper"
11751,1977,"Suspiria"
11754,1945,"Spellbound"
11771,2003,"Dreamcatcher"
11779,1994,"Priest"
11781,1984,"Indiana Jones and the Temple of Doom"
11785,1980,"Pride and Prejudice"
11789,1994,"Nell"
11804,1974,"The Great Gatsby"
11812,2004,"Million Dollar Baby"
11820,2003,"Sylvia"
11822,1991,"The Super"
11825,1921,"The Kid"
11845,1955,"Summertime"
11850,2003,"Dumb and Dumberer: When Harry Met Lloyd"
11852,1991,"Return to the Blue Lagoon"
11859,1996,"Star Trek: First Contact"
11881,1993,"For Love or Money"
11882,1954,"Sabrina"
11888,1993,"In the Line of Fire"
11910,2004,"Torque"
11929,1997,"Anaconda"
11933,1990,"Agneepath"
11952,1999,"Chaos"
11970,1974,"Black Christmas"
11991,2001,"Uncorked"
12003,1998,"The X-Files: Fight the Future"
12014,1997,"I Know What You Did Last Summer"
12034,1980,"The Shining"
12047,2000,"Mission: Impossible II"
12052,1996,"Primal Fear"
12056,2004,"Twisted"
12071,1995,"Mallrats"
12072,1987,"Project X"
12076,1989,"Blaze"
12077,1994,"Blown Away"
12079,1991,"Project A 2"
12086,1983,"Blue Thunder"
12098,1975,"The Secret Garden"
12118,2001,"Sleepless"
12124,1959,"The Mummy"
12130,1977,"Eraserhead"
12146,1983,"Dark Habits"
12149,1997,"Speed 2: Cruise Control"
12155,2004,"Spider-Man 2"
12161,2003,"Big Fish"
12171,2000,"Battlefield Earth"
12173,1932,"The Mummy"
12183,1971,"Donkey Skin"
12188,1993,"The Age of Innocence"
12221,1983,"The Outsiders"
12230,2002,"Conviction"
12232,2003,"Lost in Translation"
12234,1967,"Point Blank"
12238,2002,"40 Days and 40 Nights"
12277,2000,"Rugrats in Paris: The Movie"
12293,1972,"The Godfather"
12299,2001,"Along Came a Spider"
12338,2004,"Harry Potter and the Prisoner of Azkaban"
12343,1988,"Coming to America"
12347,1988,"Short Circuit 2"
12349,1993,"Super Mario Bros."
12355,2001,"A.I. Artificial Intelligence"
12357,1998,"Ride"
12367,2005,"Rize"
12376,1988,"The Dead Pool"
12396,1992,"The Heroic Legend of Arslan"
12399,1998,"Practical Magic"
12427,1987,"The Quick and the Dead"
12430,2000,"The Kid"
12470,1996,"Twister"
12471,2002,"8 Mile"
12473,1999,"October Sky"
12476,2002,"Blade 2"
12493,2001,"Spy Game"
12494,2001,"Behind Enemy Lines"
12497,2000,"Bring It On"
12501,1984,"The NeverEnding Story"
12506,1974,"Godzilla vs. Mechagodzilla"
12509,1974,"Swept Away"
12513,1998,"Star Trek: Insurrection"
12516,1983,"Lovesick"
12534,2005,"Steamboy"
12582,2003,"Mystic River"
12585,1937,"Dead End"
12597,1944,"Once Upon a Time"
12604,2000,"Hangman"
12640,2000,"Godzilla vs. Megaguirus"
12656,1997,"Drive"
12663,2003,"The Foreigner"
12666,1992,"Blown Away"
12672,2001,"John Q"
12675,1989,"The Abyss"
12690,2002,"Hero"
12694,2005,"The Interpreter"
12711,1952,"Limelight"
12741,1994,"The Specialist"
12747,2001,"Time Out"
12748,1994,"Star Trek: Generations"
12767,1997,"Mr. Nice Guy"
12838,1999,"The Boondock Saints"
12843,1986,"Big Trouble in Little China"
12850,2003,"Love"
12853,1967,"Double Trouble"
12890,1976,"Carrie"
12894,1960,"The Time Machine"
12899,1976,"Pinocchio"
12911,1999,"Double Jeopardy"
12918,1997,"Men in Black"
12926,1988,"Red Heat"
12940,1997,"Event Horizon"
12950,1973,"Love & Anarchy"
12962,2000,"Phir Bhi Dil Hai Hindustani"
12966,2004,"The Aviator"
12975,1997,"Open Your Eyes"
12992,2005,"Socha Na Tha"
12997,2004,"Seed of Chucky"
13007,1975,"Dog Day Afternoon"
13012,2003,"Genius"
13015,1987,"The Lost Boys: Special Edition"
13024,1973,"Scream"
13043,1986,"Hard Lessons"
13050,2002,"Two Weeks Notice"
13051,2004,"Ghost in the Shell: Stand Alone Complex"
13058,1991,"Backdraft"
13074,2002,"The Transporter"
13077,1981,"Friday the 13th: Part 2"
13081,2004,"Troy"
13128,1987,"Wall Street"
13135,1976,"Assault on Precinct 13"
13176,2002,"Respiro"
13189,2002,"Cypher"
13195,1997,"Austin Powers: International Man of Mystery"
13200,1995,"Night Hunter"
13219,1996,"Jane Eyre"
13248,1993,"Last Action Hero"
13261,1977,"The Deep"
13273,2004,"House of Flying Daggers"
13300,1958,"Thunder Road"
13304,1994,"Little Giants"
13311,1989,"Lock Up"
13312,2003,"Anastasia"
13318,2003,"The Core"
13336,2000,"Merci Pour Le Chocolat"
13363,1986,"Saint Seiya"
13384,1979,"Kramer vs. Kramer"
13388,1960,"Breathless"
13391,1994,"True Lies"
13393,1990,"Alice"
13404,1968,"Shame"
13412,2000,"Billy Elliot"
13418,1989,"Ghostbusters 2"
13428,1969,"Dracula"
13433,1999,"Blue Streak"
13437,2002,"Dogtown and Z-Boys"
13453,1994,"Queen Margot"
13464,2002,"Quicksand"
13465,2000,"In the Beginning"
13476,2001,"Chaos"
13486,1998,"Out of Sight"
13500,2002,"Skins"
13501,1985,"Rocky IV"
13513,1986,"No Mercy"
13524,2002,"Enough"
13542,1973,"Sleeper"
13565,2004,"You Got Served"
13567,2001,"Battle Royale"
13607,1992,"Stop! Or My Mom Will Shoot"
13614,1999,"Office Space"
13622,1994,"The Client"
13623,1966,"Closely Watched Trains"
13653,1986,"The Wraith"
13676,1994,"Amateur"
13680,1999,"Red Dwarf"
13705,1992,"Basic Instinct"
13707,1983,"Scarface"
13728,2000,"Gladiator"
13733,2000,"Fiza"
13748,1996,"The First Wives Club"
13771,2001,"Heist"
13783,1986,"Fist of the North Star"
13784,1968,"The Producers"
13795,1997,"The Jackal"
13827,2001,"Riding in Cars with Boys"
13865,1998,"Mercury Rising"
13886,2002,"Jason X"
13923,2000,"Cast Away"
13924,2004,"Slasher"
13930,2005,"A Lot Like Love"
13996,1979,"When a Stranger Calls"
14006,1990,"Loose Cannons"
14029,1986,"Betty Blue"
14044,2000,"Edge of Seventeen"
14047,2003,"Tears of the Sun"
14060,2004,"Alexander: Theatrical Cut"
14062,1980,"Humanoids from the Deep"
14068,1982,"Angel"
14103,2004,"The Notebook"
14109,1990,"Total Recall"
14124,1987,"Beauty and the Beast"
14126,2002,"Fear Dot Com"
14141,1993,"Gypsy"
14146,1996,"The Chamber"
14158,1989,"The Package"
14172,1964,"Kiss Me"
14178,1998,"Tango"
14192,1997,"Starship Troopers"
14203,1995,"Batman Forever"
14209,2000,"Pitch Black"
14210,1988,"Grave of the Fireflies"
14212,1994,"Only You"
14242,1966,"Alfie"
14254,1977,"A Bridge Too Far"
14265,1993,"The Crush"
14269,1974,"The Gambler"
14277,2002,"The Piano Teacher"
14293,1965,"Alphaville"
14300,1992,"City of Joy"
14312,1993,"Jurassic Park"
14313,2000,"The Patriot"
14358,1975,"Monty Python and the Holy Grail"
14362,1980,"Battle Creek Brawl"
14364,2003,"What a Girl Wants"
14403,1996,"The Long Kiss Goodnight"
14407,2001,"The Last Castle"
14410,2002,"Spider-Man"
14421,1997,"The Gambler"
14423,1998,"Wind River"
14448,1998,"The Staircase"
14456,1966,"The Professionals"
14459,1989,"Uncle Buck"
14467,2003,"In the Cut"
14482,1995,"12 Monkeys"
14483,1954,"White Christmas"
14484,1988,"The Naked Gun"
14500,1968,"Heidi"
14507,1999,"Any Given Sunday"
14513,1996,"Daylight"
14527,2001,"Hannibal"
14535,1994,"From Beijing with Love"
14538,2003,"How to Lose a Guy in 10 Days"
14553,1978,"Les Miserables"
14555,1982,"Parasite"
14560,1950,"Kon-Tiki"
14564,1995,"Balto"
14565,1971,"Two English Girls"
14593,1993,"My Life"
14596,2002,"The Outsider"
14599,1965,"The Shop on Main Street"
14602,1995,"Sabrina"
14618,1998,"The Truman Show"
14623,1971,"Godzilla vs. Hedorah"
14642,1952,"High Noon"
14644,2004,"The Stepford Wives"
14646,1989,"Pet Sematary"
14654,1991,"Bugsy"
14664,1986,"Labyrinth"
14667,1989,"Field of Dreams"
14670,1989,"Batman"
14671,2004,"Downfall"
14691,1999,"The Matrix"
14712,2001,"Tomb Raider"
14723,2002,"Darkness"
14725,1999,"Austin Powers: The Spy Who Shagged Me"
14728,1950,"Quicksand"
14732,1999,"Butterfly"
14735,2001,"Autumn Spring"
14737,2002,"The Sweetest Thing"
14749,1980,"Heartland"
14753,1998,"Dil Se"
14755,1999,"The Blair Witch Project"
14764,1958,"The Defiant Ones"
14780,1988,"Beetlejuice"
14812,1989,"Traffik"
14816,1983,"The Entity"
14822,1997,"Anastasia"
14827,1999,"For Love of the Game"
14830,2000,"The Circle"
14844,1988,"Gotham"
14858,1995,"Babe"
14889,1995,"Species"
14890,2004,"Team America: World Police"
14898,2003,"Looney Tunes: Back in Action"
14909,1998,"City of Angels"
14922,1996,"Boys Over Flowers"
14937,2000,"Anna Karenina"
14940,2004,"Without a Paddle"
14970,1995,"Assassins"
14978,1967,"The Dirty Dozen"
14989,2004,"Yuva"
14999,2003,"Monster"
15037,1951,"The Day the Earth Stood Still"
15058,1999,"Notting Hill"
15062,1978,"Grease"
15063,2004,"White Chicks"
15064,1988,"Dangerous Liaisons"
15078,1995,"Jumanji"
15099,2003,"Kangaroo Jack"
15105,1991,"My Girl"
15116,2004,"Miracle"
15124,1996,"Independence Day"
15151,2004,"Walking Tall"
15156,1993,"The Firm"
15158,2001,"Driven"
15163,1998,"The Prince of Egypt"
15176,2002,"Joint Security Area"
15200,1995,"The Quick and the Dead"
15205,2004,"The Day After Tomorrow"
15223,2001,"Osmosis Jones"
15233,2001,"Zoolander"
15257,1997,"Lost Highway"
15258,1987,"Sam Kinison: Family Entertainment Hour"
15295,2004,"Trauma"
15345,2003,"Intolerable Cruelty"
15347,1993,"House of Cards"
15351,1972,"Superfly"
15361,2001,"Iris"
15366,1982,"The Thing"
15372,1999,"Now and Then"
15382,2000,"Sam Kinison: Breaking the Rules"
15391,1998,"Dead Silence"
15393,1999,"Big Daddy"
15394,2000,"Traffic"
15409,2004,"Eurotrip"
15421,1995,"Sense and Sensibility"
15422,1985,"Fletch"
15436,1998,"A Perfect Murder"
15444,1995,"The Indian in the Cupboard"
15465,1980,"Friday the 13th"
15467,2003,"Jhankaar Beats"
15472,1996,"Ransom"
15474,2001,"Rock Star"
15496,1969,"Easy Rider"
15503,1975,"Aloha"
15529,1997,"Money Talks"
15530,1992,"Howards End"
15538,2004,"Fullmetal Alchemist"
15539,2002,"Suicide Club"
15545,1997,"Selena"
15600,2004,"Lakshya"
15601,1996,"Gotti"
15629,2004,"The Place Promised in Our Early Days"
15643,1987,"The Secret Garden"
15659,1962,"Judy"
15678,1990,"Backtrack"
15686,1972,"The Heartbreak Kid"
15698,1995,"Fair Game"
15702,1977,"Close Encounters of the Third Kind"
15736,2003,"Raising Victor Vargas"
15756,2004,"Pride"
15769,1987,"Raw"
15782,1988,"Diary of a Big Man"
15787,2003,"My Life Without Me"
15788,2003,"Matchstick Men"
15816,1998,"Ronin"
15818,1998,"The Mask of Zorro"
15841,1979,"Watership Down"
15843,2002,"Blue Crush"
15853,2002,"Resident Evil"
15858,1966,"A Man for All Seasons"
15862,1954,"A Star Is Born"
15870,1967,"Anna Karenina"
15887,2004,"Van Helsing"
15893,1981,"Heavy Metal"
15894,1998,"The Siege"
15901,1987,"Blind Date"
15919,2004,"Hellboy"
15930,1984,"What Have I Done to Deserve This?"
15945,1996,"Space Jam"
15952,2000,"The Replacements"
15962,1996,"Maximum Risk"
15968,2000,"Bait"
15973,1999,"Hercules"
15976,2003,"Girlhood"
16004,2003,"Gangaajal"
16008,1984,"The Karate Kid"
16012,1991,"The Unborn"
16030,2001,"Wet Hot American Summer"
16035,2002,"Disappearance"
16037,2001,"Someone Like You"
16040,2002,"The Son"
16041,1995,"Safe"
16052,1940,"Fantasia"
16066,2005,"Save the Green Planet!"
16079,2003,"Dark Waters"
16082,2004,"13 Going on 30"
16094,1989,"Family Business"
16113,2005,"Miss Congeniality 2: Armed and Fabulous"
16118,1999,"The Ninth Gate"
16128,1994,"Clear and Present Danger"
16143,2000,"The Crimson Rivers"
16156,1944,"Bluebeard"
16169,1999,"The Haunting"
16181,1993,"Demolition Man"
16187,1996,"Boys"
16197,1971,"Macbeth"
16262,2005,"Assault on Precinct 13"
16268,2002,"Double Vision"
16271,1954,"Robinson Crusoe"
16281,2002,"Carrie"
16285,1992,"Porco Rosso"
16286,2002,"Red Dragon"
16306,1960,"Spartacus"
16318,1979,"Richard Pryor: Live in Concert"
16325,1968,"Planet of the Apes"
16357,2005,"Hide and Seek"
16377,1999,"The Green Mile"
16384,1993,"The Fugitive"
16390,2002,"Panic Room"
16400,2002,"The Cat Returns"
16411,1992,"Wind"
16424,2002,"The Embalmer"
16438,1998,"The Wedding Singer"
16469,2004,"Alien vs. Predator"
16506,2002,"American Idol"
16522,2004,"Shall We Dance?"
16553,1980,"Prom Night"
16561,1996,"The Flower of My Secret"
16604,1992,"Unforgiven"
16606,1996,"Fear"
16636,1985,"My Lucky Stars"
16640,2004,"Closer"
16643,1988,"The Bourne Identity"
16664,1966,"Follow Me"
16707,2003,"Old School"
16721,1972,"Dirty Harry"
16735,2003,"Teenage Mutant Ninja Turtles"
16740,1999,"Magnolia"
16771,1995,"Above Suspicion"
16784,2005,"The Sisterhood of the Traveling Pants"
16785,1961,"The Innocents"
16792,2001,"Blow"
16793,1973,"The Exorcist"
16827,2004,"One Missed Call"
16879,1997,"Titanic"
16882,2003,"Anger Management"
16890,2001,"Dark Blue World"
16901,1990,"Days of Thunder"
16903,1975,"Love and Death"
16908,1997,"Metro"
16930,2002,"The Tuxedo"
16944,2003,"Hope Springs"
16948,2004,"Bridget Jones: The Edge of Reason"
16954,1989,"Indiana Jones and the Last Crusade"
16967,1990,"Revenge"
16992,1996,"Emma"
17004,1978,"Halloween"
17008,2004,"Wimbledon"
17034,2001,"Pitch"
17064,1984,"Dune"
17074,1999,"Two Women"
17077,1963,"Flipper"
17088,2000,"Meet the Parents"
17100,2000,"The Beach"
17112,2004,"Ghost in the Shell 2: Innocence"
17117,1961,"Jules and Jim"
17131,1997,"Booty Call"
17133,1989,"All Dogs Go to Heaven"
17146,2002,"Doctor Zhivago"
17149,2003,"Gothika"
17152,2000,"Next Friday"
17157,1998,"Saving Private Ryan"
17163,1975,"Killer Elite"
17181,2005,"Land of the Dead"
17195,2003,"Peter Pan"
17212,2001,"The Road Home"
17248,1971,"Shaft"
17287,1989,"Millennium"
17293,2005,"The Ring Two"
17324,2005,"Hitch"
17330,2004,"The Punisher"
17339,1987,"Full Metal Jacket"
17343,1995,"Major Payne"
17355,2004,"The Terminal"
17381,2002,"Spellbound"
17383,1952,"Carrie"
17387,2002,"Secretary"
17398,2004,"Cursed"
17405,2005,"Sahara"
17426,1953,"Peter Pan"
17428,2002,"Eye See You"
17479,2002,"The Ring"
17481,1989,"The NeverEnding Story 2: The Next Chapter"
17482,1995,"Clueless"
17491,2002,"Like Mike"
17507,1994,"Mommy"
17508,2000,"Requiem for a Dream"
17515,2003,"LeapFrog: Letter Factory"
17530,1979,"Macbeth"
17558,2001,"Kiss of the Dragon"
17560,1984,"Ghostbusters"
17565,1993,"Coneheads"
17574,1996,"Eye for an Eye"
17589,2000,"The Cell"
17603,1988,"Halloween 4: The Return of Michael Myers"
17611,2002,"The Legend of Bhagat Singh"
17622,2001,"Vanilla Sky"
17624,1995,"Free Willy 2: The Adventure Home"
17643,1984,"Supergirl"
17653,2002,"The Accidental Spy"
17674,1997,"Cure"
17685,1988,"Alice"
17692,2002,"Scooby-Doo"
17695,1979,"Going in Style"
17697,2004,"New York Minute"
17703,2003,"Hulk"
17709,1992,"A River Runs Through It"
17723,2004,"Redemption"
17726,1998,"Cats"
17740,1960,"Shoot the Piano Player"
17762,1997,"Gattaca"
